,longitude,latitude,lac_id,cell_id,timestamp,imsi
689,123.40872959999999,41.80886078,16789,67567668,2018--10--03 23:53:22,460000095005561145
688,123.40872959999999,41.80886078,16789,67567668,2018--10--03 23:55:45,460000095005561145
8714,123.39877320000001,41.65663147,16642,249678091,2018--10--03 09:41:16,460000095005565778
8709,123.4041519,41.65242004,16642,235014933,2018--10--03 09:42:11,460000095005565778
8715,123.40724180000001,41.6687088,16642,61402509,2018--10--03 09:42:27,460000095005565778
8710,123.3996277,41.69952011,16642,67315980,2018--10--03 09:55:10,460000095005565778
7958,123.3918686,41.71324921,16642,235007509,2018--10--03 09:56:19,460000095005565778
7181,123.3974915,41.79610062,16642,2180875,2018--10--03 10:01:36,460000095005565778
8707,123.3974915,41.79610062,16642,2180915,2018--10--03 10:04:18,460000095005565778
8706,123.3974915,41.79610062,16655,67442741,2018--10--03 10:08:50,460000095005565778
8703,123.38919070000001,41.78546906,16884,67925279,2018--10--03 10:19:02,460000095005565778
8711,123.40197749999999,41.78142166,16401,67584779,2018--10--03 10:23:02,460000095005565778
7852,123.41152949999999,41.76802826,16788,67465995,2018--10--03 11:01:19,460000095005565778
7853,123.41152949999999,41.76802826,16788,67465995,2018--10--03 11:07:20,460000095005565778
7841,123.41152949999999,41.76802826,16788,67466035,2018--10--03 11:21:33,460000095005565778
7847,123.41152949999999,41.76802826,16788,67466045,2018--10--03 11:50:02,460000095005565778
7811,123.41152949999999,41.76802826,16788,67466036,2018--10--03 14:05:49,460000095005565778
4306,123.4357605,41.77159119,16402,67463711,2018--10--03 14:20:28,460000095005565778
8704,123.41596979999998,41.7686615,16788,61708173,2018--10--03 15:03:33,460000095005565778
8708,123.41152949999999,41.76802826,16788,67465997,2018--10--03 15:03:34,460000095005565778
4310,123.41152949999999,41.76802826,16788,67465996,2018--10--03 15:03:46,460000095005565778
8705,123.41152949999999,41.76802826,16788,67466046,2018--10--03 15:13:57,460000095005565778
7854,123.41152949999999,41.76802826,16788,67465995,2018--10--03 16:00:37,460000095005565778
7840,123.41152949999999,41.76802826,16788,67466035,2018--10--03 16:04:36,460000095005565778
7851,123.41152949999999,41.76802826,16788,67465995,2018--10--03 16:12:48,460000095005565778
4309,123.41152949999999,41.76802826,16788,67465996,2018--10--03 16:26:29,460000095005565778
7838,123.41152949999999,41.76802826,16788,67466035,2018--10--03 18:56:20,460000095005565778
7842,123.41152949999999,41.76802826,16788,67466035,2018--10--03 19:20:18,460000095005565778
7839,123.41152949999999,41.76802826,16788,67466035,2018--10--03 20:09:27,460000095005565778
7203,123.4073486,41.77185059,16788,12615299,2018--10--03 21:19:58,460000095005565778
8712,123.41680149999999,41.77732849,16401,67459389,2018--10--03 21:24:53,460000095005565778
8713,123.41349790000001,41.78467178,16401,67579955,2018--10--03 21:26:24,460000095005565778
7013,123.41928100000001,41.80438995,16789,67569420,2018--10--03 21:32:36,460000095005565778
309,123.4128571,41.80469894,16789,67436852,2018--10--03 21:33:52,460000095005565778
308,123.4128571,41.80469894,16789,67436852,2018--10--03 21:34:16,460000095005565778
2589,123.40870670000001,41.80638123,16789,249616140,2018--10--03 21:54:20,460000095005565778
2592,123.40870670000001,41.80638123,16789,249616140,2018--10--03 22:28:29,460000095005565778
2594,123.40870670000001,41.80638123,16789,249616140,2018--10--03 22:30:09,460000095005565778
1853,123.4106903,41.80588913,16789,67436595,2018--10--03 22:45:41,460000095005565778
2593,123.40870670000001,41.80638123,16789,249616140,2018--10--03 22:46:05,460000095005565778
2609,123.4106903,41.80588913,16789,67436605,2018--10--03 22:48:27,460000095005565778
2596,123.40870670000001,41.80638123,16789,249616140,2018--10--03 22:56:45,460000095005565778
2595,123.40870670000001,41.80638123,16789,249616140,2018--10--03 23:07:17,460000095005565778
2590,123.40870670000001,41.80638123,16789,249616140,2018--10--03 23:10:11,460000095005565778
2591,123.40870670000001,41.80638123,16789,249616140,2018--10--03 23:20:45,460000095005565778
4891,123.4117813,41.80295181,16789,12785293,2018--10--03 00:02:12,460000095005571676
4896,123.4117813,41.80295181,16789,12785293,2018--10--03 00:09:41,460000095005571676
2377,123.41426090000002,41.80113983,16789,67574796,2018--10--03 00:33:31,460000095005571676
4902,123.4117813,41.80295181,16789,12785293,2018--10--03 00:38:22,460000095005571676
4897,123.4117813,41.80295181,16789,12785293,2018--10--03 00:44:25,460000095005571676
4894,123.4117813,41.80295181,16789,12785293,2018--10--03 00:59:34,460000095005571676
4890,123.4117813,41.80295181,16789,12785293,2018--10--03 01:03:34,460000095005571676
4892,123.4117813,41.80295181,16789,12785293,2018--10--03 01:16:42,460000095005571676
4903,123.4117813,41.80295181,16789,12785293,2018--10--03 01:18:48,460000095005571676
4898,123.4117813,41.80295181,16789,12785293,2018--10--03 01:38:17,460000095005571676
4889,123.4117813,41.80295181,16789,12785293,2018--10--03 01:59:36,460000095005571676
4901,123.4117813,41.80295181,16789,12785293,2018--10--03 02:00:08,460000095005571676
4904,123.4117813,41.80295181,16789,12785293,2018--10--03 02:20:06,460000095005571676
4899,123.4117813,41.80295181,16789,12785293,2018--10--03 02:22:05,460000095005571676
4895,123.4117813,41.80295181,16789,12785293,2018--10--03 02:30:18,460000095005571676
3978,123.41667179999999,41.8102417,16789,67291404,2018--10--03 02:38:20,460000095005571676
4843,123.415947,41.82638931,16644,61726861,2018--10--03 02:46:25,460000095005571676
4840,123.415947,41.82638931,16644,61726861,2018--10--03 02:46:51,460000095005571676
4841,123.415947,41.82638931,16644,61726861,2018--10--03 02:47:09,460000095005571676
5139,123.41683959999999,41.82715988,16644,67663678,2018--10--03 02:47:47,460000095005571676
4951,123.41816709999999,41.81634903,16789,67673406,2018--10--03 02:48:35,460000095005571676
4934,123.41816709999999,41.81634903,16789,67673406,2018--10--03 02:51:31,460000095005571676
4935,123.41816709999999,41.81634903,16789,67673406,2018--10--03 02:51:54,460000095005571676
4584,123.41438290000002,41.81169891,16789,67584308,2018--10--03 02:56:38,460000095005571676
4580,123.41438290000002,41.81169891,16789,67584308,2018--10--03 02:57:54,460000095005571676
4577,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:08:09,460000095005571676
4581,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:10:53,460000095005571676
4574,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:18:52,460000095005571676
4573,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:19:14,460000095005571676
5135,123.4207916,41.81219864,16789,12601497,2018--10--03 03:23:21,460000095005571676
4587,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:25:03,460000095005571676
4586,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:28:03,460000095005571676
4928,123.41816709999999,41.81634903,16789,67673406,2018--10--03 03:32:00,460000095005571676
4918,123.41816709999999,41.81634903,16789,67673406,2018--10--03 03:32:57,460000095005571676
4919,123.41816709999999,41.81634903,16789,67673406,2018--10--03 03:33:16,460000095005571676
4930,123.41816709999999,41.81634903,16789,67673406,2018--10--03 03:33:35,460000095005571676
4931,123.41816709999999,41.81634903,16789,67673406,2018--10--03 03:33:45,460000095005571676
4932,123.41816709999999,41.81634903,16789,67673406,2018--10--03 03:35:43,460000095005571676
4579,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:36:52,460000095005571676
4560,123.41438290000002,41.81169891,16789,67584268,2018--10--03 03:37:19,460000095005571676
4578,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:40:10,460000095005571676
4582,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:43:10,460000095005571676
4958,123.417511,41.82001114,16644,67664191,2018--10--03 03:44:14,460000095005571676
4575,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:44:35,460000095005571676
4576,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:44:35,460000095005571676
4944,123.41816709999999,41.81634903,16789,67673406,2018--10--03 03:48:47,460000095005571676
4943,123.41816709999999,41.81634903,16789,67673406,2018--10--03 03:49:14,460000095005571676
4561,123.41438290000002,41.81169891,16789,67584268,2018--10--03 03:49:50,460000095005571676
4583,123.41438290000002,41.81169891,16789,67584308,2018--10--03 03:50:34,460000095005571676
4961,123.417511,41.82001114,16644,67664191,2018--10--03 03:53:03,460000095005571676
4933,123.41816709999999,41.81634903,16789,67673406,2018--10--03 03:56:28,460000095005571676
4937,123.41816709999999,41.81634903,16789,67673406,2018--10--03 03:57:23,460000095005571676
5051,123.4207916,41.81219864,16789,12601477,2018--10--03 04:00:58,460000095005571676
5061,123.39129640000002,41.86468887,16792,235031318,2018--10--03 04:09:52,460000095005571676
4924,123.41816709999999,41.81634903,16789,67673406,2018--10--03 04:13:59,460000095005571676
4929,123.41816709999999,41.81634903,16789,67673406,2018--10--03 04:14:00,460000095005571676
4936,123.41816709999999,41.81634903,16789,67673406,2018--10--03 04:14:23,460000095005571676
4585,123.41438290000002,41.81169891,16789,67584308,2018--10--03 04:16:20,460000095005571676
4947,123.41816709999999,41.81634903,16789,67673406,2018--10--03 04:17:23,460000095005571676
4998,123.41722109999999,41.8232193,16644,60105879,2018--10--03 10:26:13,460000095005571676
4942,123.41816709999999,41.81634903,16789,67673406,2018--10--03 10:27:59,460000095005571676
4950,123.41816709999999,41.81634903,16789,67673406,2018--10--03 10:28:02,460000095005571676
4920,123.41816709999999,41.81634903,16789,67673406,2018--10--03 10:28:38,460000095005571676
4948,123.41816709999999,41.81634903,16789,67673406,2018--10--03 10:30:17,460000095005571676
4921,123.41816709999999,41.81634903,16789,67673406,2018--10--03 10:32:44,460000095005571676
4959,123.417511,41.82001114,16644,67664191,2018--10--03 10:33:25,460000095005571676
4960,123.417511,41.82001114,16644,67664191,2018--10--03 10:33:43,460000095005571676
4938,123.41816709999999,41.81634903,16789,67673406,2018--10--03 10:33:46,460000095005571676
4939,123.41816709999999,41.81634903,16789,67673406,2018--10--03 10:36:09,460000095005571676
4922,123.41816709999999,41.81634903,16789,67673406,2018--10--03 10:36:10,460000095005571676
4923,123.41816709999999,41.81634903,16789,67673406,2018--10--03 10:37:57,460000095005571676
4949,123.41816709999999,41.81634903,16789,67673406,2018--10--03 10:40:05,460000095005571676
4945,123.41816709999999,41.81634903,16789,67673406,2018--10--03 10:41:33,460000095005571676
4588,123.41438290000002,41.81169891,16789,67584308,2018--10--03 10:42:31,460000095005571676
5042,123.41699979999999,41.81206894,16789,61715085,2018--10--03 10:51:36,460000095005571676
5038,123.41699979999999,41.81206894,16789,61715085,2018--10--03 10:57:33,460000095005571676
5040,123.41699979999999,41.81206894,16789,61715085,2018--10--03 11:00:27,460000095005571676
5039,123.41699979999999,41.81206894,16789,61715085,2018--10--03 11:06:53,460000095005571676
5032,123.4131699,41.81354904,16789,235162124,2018--10--03 11:16:26,460000095005571676
4925,123.41816709999999,41.81634903,16789,67673406,2018--10--03 11:16:52,460000095005571676
5035,123.4131699,41.81354904,16789,235162124,2018--10--03 11:17:47,460000095005571676
5034,123.4131699,41.81354904,16789,235162124,2018--10--03 11:17:48,460000095005571676
4954,123.41816709999999,41.81634903,16789,67673406,2018--10--03 11:18:11,460000095005571676
4946,123.41816709999999,41.81634903,16789,67673406,2018--10--03 11:19:23,460000095005571676
5037,123.41699979999999,41.81206894,16789,61715085,2018--10--03 11:47:16,460000095005571676
5043,123.41699979999999,41.81206894,16789,61715085,2018--10--03 12:06:31,460000095005571676
5041,123.41699979999999,41.81206894,16789,61715085,2018--10--03 12:34:08,460000095005571676
4956,123.41816709999999,41.81634903,16789,67673406,2018--10--03 13:56:48,460000095005571676
59,123.41217040000001,41.8152504,16789,67681055,2018--10--03 13:57:07,460000095005571676
5033,123.4131699,41.81354904,16789,235162124,2018--10--03 13:57:55,460000095005571676
4962,123.417511,41.82001114,16644,67664191,2018--10--03 13:57:58,460000095005571676
5136,123.4207916,41.81219864,16789,12601497,2018--10--03 13:58:20,460000095005571676
4952,123.41816709999999,41.81634903,16789,67673406,2018--10--03 13:58:33,460000095005571676
4953,123.41816709999999,41.81634903,16789,67673406,2018--10--03 13:59:45,460000095005571676
4940,123.41816709999999,41.81634903,16789,67673406,2018--10--03 14:08:40,460000095005571676
4589,123.41438290000002,41.81169891,16789,67584308,2018--10--03 14:10:00,460000095005571676
4572,123.41438290000002,41.81169891,16789,67584308,2018--10--03 14:17:31,460000095005571676
4957,123.41816709999999,41.81634903,16789,67673406,2018--10--03 14:20:18,460000095005571676
4926,123.41816709999999,41.81634903,16789,67673406,2018--10--03 14:27:32,460000095005571676
4927,123.41816709999999,41.81634903,16789,67673406,2018--10--03 14:42:16,460000095005571676
5140,123.41217040000001,41.8152504,16789,67681075,2018--10--03 14:43:24,460000095005571676
4941,123.41816709999999,41.81634903,16789,67673406,2018--10--03 14:47:59,460000095005571676
4955,123.41816709999999,41.81634903,16789,67673406,2018--10--03 15:11:50,460000095005571676
4906,123.41667179999999,41.8102417,16789,67291403,2018--10--03 15:19:02,460000095005571676
3979,123.41667179999999,41.8102417,16789,67291404,2018--10--03 15:22:22,460000095005571676
4143,123.42195890000002,41.80764008,16789,234967052,2018--10--03 15:43:30,460000095005571676
5055,123.42485049999999,41.80847931,16789,67568179,2018--10--03 15:46:47,460000095005571676
4839,123.415947,41.82638931,16644,61726861,2018--10--03 16:07:21,460000095005571676
4868,123.4166107,41.82537079,16644,13099395,2018--10--03 16:09:04,460000095005571676
4871,123.4166107,41.82537079,16644,13099415,2018--10--03 16:09:46,460000095005571676
4850,123.4166107,41.82537079,16644,13099417,2018--10--03 16:11:49,460000095005571676
4874,123.4166107,41.82537079,16644,13099415,2018--10--03 16:12:27,460000095005571676
4873,123.4166107,41.82537079,16644,13099415,2018--10--03 16:13:12,460000095005571676
4848,123.4166107,41.82537079,16644,13099417,2018--10--03 16:14:27,460000095005571676
5044,123.4217682,41.82440948,16644,67677503,2018--10--03 16:21:52,460000095005571676
4844,123.4166107,41.82537079,16644,13099417,2018--10--03 16:31:53,460000095005571676
4878,123.4166107,41.82537079,16644,13099415,2018--10--03 16:33:17,460000095005571676
4859,123.4132919,41.82429123,16644,67663421,2018--10--03 16:42:56,460000095005571676
5045,123.4217682,41.82440948,16644,67677503,2018--10--03 16:44:19,460000095005571676
4851,123.4132919,41.82429123,16644,67663421,2018--10--03 16:56:51,460000095005571676
4852,123.4132919,41.82429123,16644,67663421,2018--10--03 17:20:22,460000095005571676
4849,123.4166107,41.82537079,16644,13099417,2018--10--03 17:31:21,460000095005571676
4845,123.4166107,41.82537079,16644,13099417,2018--10--03 17:31:40,460000095005571676
4863,123.41722109999999,41.8232193,16644,60105881,2018--10--03 17:31:40,460000095005571676
4866,123.41722109999999,41.8232193,16644,60105881,2018--10--03 17:31:44,460000095005571676
4847,123.4166107,41.82537079,16644,13099417,2018--10--03 17:32:00,460000095005571676
4865,123.41722109999999,41.8232193,16644,60105881,2018--10--03 17:32:32,460000095005571676
4864,123.41722109999999,41.8232193,16644,60105881,2018--10--03 17:32:38,460000095005571676
4876,123.4166107,41.82537079,16644,13099415,2018--10--03 17:33:12,460000095005571676
4858,123.4132919,41.82429123,16644,67663421,2018--10--03 17:33:17,460000095005571676
4857,123.4132919,41.82429123,16644,67663421,2018--10--03 17:36:50,460000095005571676
4861,123.4132919,41.82429123,16644,67663421,2018--10--03 17:36:55,460000095005571676
4856,123.4132919,41.82429123,16644,67663421,2018--10--03 17:36:57,460000095005571676
4860,123.4132919,41.82429123,16644,67663421,2018--10--03 17:37:12,460000095005571676
4867,123.4166107,41.82537079,16644,13099395,2018--10--03 17:38:01,460000095005571676
5050,123.4217682,41.82440948,16644,67677503,2018--10--03 17:39:49,460000095005571676
1338,123.415947,41.82638931,16644,61726605,2018--10--03 17:42:35,460000095005571676
4846,123.4166107,41.82537079,16644,13099417,2018--10--03 17:44:04,460000095005571676
4853,123.4132919,41.82429123,16644,67663421,2018--10--03 17:44:05,460000095005571676
4879,123.4166107,41.82537079,16644,13099415,2018--10--03 17:44:42,460000095005571676
4854,123.4132919,41.82429123,16644,67663421,2018--10--03 17:46:53,460000095005571676
4855,123.4132919,41.82429123,16644,67663421,2018--10--03 17:49:42,460000095005571676
5046,123.4217682,41.82440948,16644,67677503,2018--10--03 17:51:36,460000095005571676
5049,123.4217682,41.82440948,16644,67677503,2018--10--03 17:51:47,460000095005571676
4880,123.4166107,41.82537079,16644,13099415,2018--10--03 17:51:49,460000095005571676
5047,123.4217682,41.82440948,16644,67677503,2018--10--03 17:54:08,460000095005571676
4862,123.4132919,41.82429123,16644,67663421,2018--10--03 17:55:17,460000095005571676
1339,123.415947,41.82638931,16644,61726605,2018--10--03 17:55:28,460000095005571676
1340,123.415947,41.82638931,16644,61726605,2018--10--03 17:55:34,460000095005571676
4869,123.4166107,41.82537079,16644,13099395,2018--10--03 17:56:09,460000095005571676
5048,123.4217682,41.82440948,16644,67677503,2018--10--03 17:57:06,460000095005571676
4875,123.4166107,41.82537079,16644,13099415,2018--10--03 18:01:38,460000095005571676
4881,123.4166107,41.82537079,16644,13099415,2018--10--03 18:02:18,460000095005571676
4877,123.4166107,41.82537079,16644,13099415,2018--10--03 18:06:39,460000095005571676
4870,123.4166107,41.82537079,16644,13099415,2018--10--03 18:08:41,460000095005571676
4872,123.4166107,41.82537079,16644,13099415,2018--10--03 18:08:58,460000095005571676
4842,123.415947,41.82638931,16644,61726861,2018--10--03 18:13:32,460000095005571676
4365,123.4217682,41.82440948,16644,67677493,2018--10--03 18:15:55,460000095005571676
5147,123.42086029999999,41.81906128,16789,67295540,2018--10--03 18:20:31,460000095005571676
4882,123.41667179999999,41.8102417,16789,67291454,2018--10--03 18:27:14,460000095005571676
4967,123.41667179999999,41.8102417,16789,67291455,2018--10--03 18:29:23,460000095005571676
5056,123.41667179999999,41.8102417,16789,67291453,2018--10--03 18:30:26,460000095005571676
4972,123.41667179999999,41.8102417,16789,67291444,2018--10--03 18:33:12,460000095005571676
4975,123.41667179999999,41.8102417,16789,67291444,2018--10--03 18:39:20,460000095005571676
4971,123.41667179999999,41.8102417,16789,67291444,2018--10--03 18:53:28,460000095005571676
334,123.41667179999999,41.8102417,16789,67291445,2018--10--03 19:07:52,460000095005571676
4973,123.41667179999999,41.8102417,16789,67291444,2018--10--03 19:15:54,460000095005571676
335,123.41667179999999,41.8102417,16789,67291445,2018--10--03 20:00:40,460000095005571676
5001,123.41667179999999,41.8102417,16789,67291405,2018--10--03 20:14:06,460000095005571676
5004,123.41667179999999,41.8102417,16789,67291405,2018--10--03 20:16:26,460000095005571676
4999,123.41667179999999,41.8102417,16789,67291405,2018--10--03 20:20:46,460000095005571676
5002,123.41667179999999,41.8102417,16789,67291405,2018--10--03 20:25:27,460000095005571676
5006,123.41667179999999,41.8102417,16789,67291405,2018--10--03 20:33:36,460000095005571676
5003,123.41667179999999,41.8102417,16789,67291405,2018--10--03 20:52:12,460000095005571676
5007,123.41667179999999,41.8102417,16789,67291405,2018--10--03 20:54:21,460000095005571676
336,123.41667179999999,41.8102417,16789,67291445,2018--10--03 21:07:02,460000095005571676
337,123.41667179999999,41.8102417,16789,67291445,2018--10--03 21:07:11,460000095005571676
5000,123.41667179999999,41.8102417,16789,67291405,2018--10--03 21:41:45,460000095005571676
5005,123.41667179999999,41.8102417,16789,67291405,2018--10--03 21:51:45,460000095005571676
5131,123.41667179999999,41.8102417,16789,67291443,2018--10--03 22:11:56,460000095005571676
5129,123.41667179999999,41.8102417,16789,67291443,2018--10--03 22:12:56,460000095005571676
5130,123.41667179999999,41.8102417,16789,67291443,2018--10--03 22:13:26,460000095005571676
338,123.41667179999999,41.8102417,16789,67291445,2018--10--03 22:22:14,460000095005571676
4974,123.41667179999999,41.8102417,16789,67291444,2018--10--03 22:31:55,460000095005571676
4893,123.4117813,41.80295181,16789,12785293,2018--10--03 22:57:22,460000095005571676
4905,123.4117813,41.80295181,16789,12785293,2018--10--03 23:06:03,460000095005571676
5028,123.41426090000002,41.80113983,16789,67574836,2018--10--03 23:11:50,460000095005571676
4885,123.4117813,41.80295181,16789,12785293,2018--10--03 23:22:02,460000095005571676
4886,123.4117813,41.80295181,16789,12785293,2018--10--03 23:33:32,460000095005571676
4887,123.4117813,41.80295181,16789,12785293,2018--10--03 23:33:48,460000095005571676
4888,123.4117813,41.80295181,16789,12785293,2018--10--03 23:46:08,460000095005571676
4900,123.4117813,41.80295181,16789,12785293,2018--10--03 23:49:02,460000095005571676
4,123.41596979999998,41.80778122,16789,67567924,2018--10--03 00:04:51,460000095007329090
234,123.41596979999998,41.80778122,16789,67567884,2018--10--03 00:07:15,460000095007329090
0,123.41596979999998,41.80778122,16789,67567924,2018--10--03 00:41:22,460000095007329090
190,123.41596979999998,41.80778122,16789,67567925,2018--10--03 00:43:19,460000095007329090
188,123.41596979999998,41.80778122,16789,67567925,2018--10--03 00:48:59,460000095007329090
95,123.411911,41.81045914,16789,2614580,2018--10--03 00:49:42,460000095007329090
189,123.41596979999998,41.80778122,16789,67567925,2018--10--03 01:28:07,460000095007329090
1,123.41596979999998,41.80778122,16789,67567924,2018--10--03 01:49:07,460000095007329090
65,123.41596979999998,41.80778122,16789,67567935,2018--10--03 04:25:11,460000095007329090
66,123.41596979999998,41.80778122,16789,67567935,2018--10--03 04:25:30,460000095007329090
3,123.41596979999998,41.80778122,16789,67567924,2018--10--03 05:18:44,460000095007329090
237,123.41596979999998,41.80778122,16789,67567884,2018--10--03 06:40:38,460000095007329090
233,123.41596979999998,41.80778122,16789,67567884,2018--10--03 07:03:49,460000095007329090
63,123.41596979999998,41.80778122,16789,67567935,2018--10--03 07:36:40,460000095007329090
333,123.41667179999999,41.8102417,16789,67291445,2018--10--03 07:39:41,460000095007329090
321,123.43202209999998,41.80392075,16789,67494925,2018--10--03 07:51:12,460000095007329090
51,123.4372406,41.799678799999995,16640,67195659,2018--10--03 07:53:48,460000095007329090
278,123.4421463,41.80107879999999,16407,67197709,2018--10--03 07:54:57,460000095007329090
50,123.4372406,41.799678799999995,16640,67195659,2018--10--03 07:55:23,460000095007329090
41,123.4396362,41.80488968,16789,67200820,2018--10--03 08:01:02,460000095007329090
37,123.4396362,41.80488968,16789,67200820,2018--10--03 08:02:47,460000095007329090
327,123.4396362,41.80488968,16789,67200780,2018--10--03 08:05:50,460000095007329090
40,123.4396362,41.80488968,16789,67200820,2018--10--03 08:07:32,460000095007329090
42,123.4396362,41.80488968,16789,67200820,2018--10--03 08:17:50,460000095007329090
30,123.4396362,41.80488968,16789,67200820,2018--10--03 08:21:45,460000095007329090
31,123.4396362,41.80488968,16789,67200820,2018--10--03 08:22:33,460000095007329090
326,123.4396362,41.80488968,16789,67200780,2018--10--03 08:30:38,460000095007329090
34,123.4396362,41.80488968,16789,67200820,2018--10--03 08:33:46,460000095007329090
35,123.4396362,41.80488968,16789,67200820,2018--10--03 08:39:03,460000095007329090
38,123.4396362,41.80488968,16789,67200820,2018--10--03 08:51:50,460000095007329090
32,123.4396362,41.80488968,16789,67200820,2018--10--03 08:52:04,460000095007329090
36,123.4396362,41.80488968,16789,67200820,2018--10--03 08:59:34,460000095007329090
33,123.4396362,41.80488968,16789,67200820,2018--10--03 09:26:54,460000095007329090
328,123.4396362,41.80488968,16789,67200780,2018--10--03 09:29:32,460000095007329090
39,123.4396362,41.80488968,16789,67200820,2018--10--03 09:36:26,460000095007329090
281,123.4359436,41.80569839,16789,67483956,2018--10--03 09:46:56,460000095007329090
312,123.43125149999999,41.80846024,16789,67475468,2018--10--03 09:54:53,460000095007329090
313,123.43125149999999,41.80846024,16789,67475468,2018--10--03 12:04:23,460000095007329090
46,123.43125149999999,41.80846024,16789,67475508,2018--10--03 13:35:30,460000095007329090
47,123.43125149999999,41.80846024,16789,67475508,2018--10--03 13:55:15,460000095007329090
311,123.43125149999999,41.80846024,16789,67475468,2018--10--03 15:51:01,460000095007329090
48,123.43125149999999,41.80846024,16789,67475508,2018--10--03 18:57:06,460000095007329090
330,123.43441770000001,41.81195831,16789,67314198,2018--10--03 19:24:56,460000095007329090
52,123.43441770000001,41.81195831,16789,67314199,2018--10--03 19:38:08,460000095007329090
53,123.43441770000001,41.81195831,16789,67314199,2018--10--03 19:58:16,460000095007329090
55,123.43441770000001,41.81195831,16789,67313941,2018--10--03 20:18:45,460000095007329090
54,123.43441770000001,41.81195831,16789,67314199,2018--10--03 20:22:49,460000095007329090
332,123.42620090000001,41.81328964,16789,67572236,2018--10--03 20:31:02,460000095007329090
331,123.4290314,41.81130981,16789,61397123,2018--10--03 20:32:01,460000095007329090
283,123.4290314,41.81130981,16789,61397124,2018--10--03 20:33:50,460000095007329090
284,123.4290314,41.81130981,16789,61397124,2018--10--03 20:37:55,460000095007329090
57,123.41217040000001,41.8152504,16789,67681055,2018--10--03 20:43:31,460000095007329090
56,123.41217040000001,41.8152504,16789,67681055,2018--10--03 20:45:26,460000095007329090
